datetime,season,holiday,workingday,weather,temp,atemp,humidity,windspeed,count
03-01-2011 05:00,1,0,1,1,6.56,6.82,47,19.0012,3
03-01-2011 06:00,1,0,1,1,5.74,5.305,50,26.0027,30
03-01-2011 07:00,1,0,1,1,5.74,6.82,50,12.998,64
03-01-2011 08:00,1,0,1,1,5.74,6.06,50,19.0012,154
03-01-2011 09:00,1,0,1,1,6.56,6.82,43,26.0027,88
03-01-2011 10:00,1,0,1,1,7.38,8.335,43,16.9979,44
03-01-2011 11:00,1,0,1,1,8.2,9.09,40,22.0028,51
03-01-2011 12:00,1,0,1,1,9.02,10.605,35,19.9995,61
03-01-2011 13:00,1,0,1,1,9.84,10.605,35,19.0012,61
03-01-2011 14:00,1,0,1,1,10.66,12.12,30,19.0012,77
03-01-2011 15:00,1,0,1,1,10.66,12.12,30,16.9979,72
03-01-2011 16:00,1,0,1,1,10.66,12.12,30,16.9979,76
03-01-2011 17:00,1,0,1,1,9.84,11.365,30,15.0013,157
03-01-2011 18:00,1,0,1,1,9.84,12.88,32,7.0015,157
03-01-2011 19:00,1,0,1,1,8.2,12.88,47,0,110
03-01-2011 20:00,1,0,1,1,8.2,11.365,47,7.0015,52
03-01-2011 21:00,1,0,1,1,7.38,9.85,64,8.9981,52
03-01-2011 22:00,1,0,1,1,5.74,7.575,69,8.9981,20
03-01-2011 23:00,1,0,1,1,7.38,10.605,55,7.0015,12
04-01-2011 00:00,1,0,1,1,6.56,9.09,55,7.0015,5
04-01-2011 01:00,1,0,1,1,6.56,9.09,59,7.0015,2
04-01-2011 02:00,1,0,1,1,5.74,7.575,63,8.9981,1
04-01-2011 04:00,1,0,1,1,5.74,9.09,63,6.0032,2
04-01-2011 05:00,1,0,1,1,4.92,7.575,68,7.0015,4
04-01-2011 06:00,1,0,1,1,4.92,7.575,74,7.0015,36
04-01-2011 07:00,1,0,1,1,4.92,7.575,74,8.9981,94
04-01-2011 08:00,1,0,1,1,5.74,7.575,69,11.0014,179
04-01-2011 09:00,1,0,1,1,6.56,7.575,64,15.0013,100
04-01-2011 10:00,1,0,1,2,6.56,6.82,69,22.0028,42
04-01-2011 11:00,1,0,1,1,9.02,10.605,51,19.9995,57
04-01-2011 12:00,1,0,1,1,9.02,11.365,51,11.0014,78
04-01-2011 13:00,1,0,1,1,9.84,11.365,56,12.998,97
04-01-2011 14:00,1,0,1,1,10.66,12.88,52,15.0013,63
04-01-2011 15:00,1,0,1,1,11.48,13.635,52,16.9979,65
04-01-2011 16:00,1,0,1,1,12.3,14.395,49,16.9979,83
04-01-2011 17:00,1,0,1,1,11.48,13.635,48,15.0013,212
04-01-2011 18:00,1,0,1,1,10.66,12.88,48,12.998,182
04-01-2011 19:00,1,0,1,1,9.84,12.88,48,7.0015,112
04-01-2011 20:00,1,0,1,1,9.84,12.88,48,7.0015,54
04-01-2011 21:00,1,0,1,1,9.02,13.635,64,0,48
04-01-2011 22:00,1,0,1,1,9.02,12.88,64,6.0032,35
04-01-2011 23:00,1,0,1,1,8.2,11.365,69,6.0032,11
05-01-2011 00:00,1,0,1,1,8.2,12.88,64,0,6
05-01-2011 01:00,1,0,1,1,6.56,9.85,74,6.0032,6
05-01-2011 02:00,1,0,1,1,6.56,9.85,74,6.0032,2
05-01-2011 04:00,1,0,1,1,9.84,11.365,48,15.0013,2
05-01-2011 05:00,1,0,1,1,9.02,11.365,47,11.0014,3
05-01-2011 06:00,1,0,1,1,8.2,9.85,47,15.0013,33
05-01-2011 07:00,1,0,1,1,7.38,9.09,43,12.998,88
05-01-2011 08:00,1,0,1,1,8.2,9.09,40,19.9995,195
05-01-2011 09:00,1,0,1,1,9.02,9.85,37,22.0028,115
05-01-2011 10:00,1,0,1,1,9.02,9.85,37,22.0028,57
05-01-2011 11:00,1,0,1,1,10.66,11.365,33,22.0028,46
05-01-2011 12:00,1,0,1,1,10.66,11.365,33,22.0028,79
05-01-2011 13:00,1,0,1,1,11.48,12.88,30,19.9995,71
05-01-2011 14:00,1,0,1,1,12.3,14.395,28,12.998,62
05-01-2011 15:00,1,0,1,1,12.3,14.395,28,12.998,62
05-01-2011 16:00,1,0,1,1,12.3,15.91,28,6.0032,89
05-01-2011 17:00,1,0,1,1,9.84,11.365,38,12.998,190
05-01-2011 18:00,1,0,1,1,9.84,12.12,38,8.9981,169
05-01-2011 19:00,1,0,1,1,9.84,12.88,38,7.0015,132
05-01-2011 20:00,1,0,1,1,9.02,11.365,47,11.0014,89
05-01-2011 21:00,1,0,1,1,8.2,9.85,51,12.998,43
05-01-2011 22:00,1,0,1,1,7.38,9.85,55,8.9981,42
05-01-2011 23:00,1,0,1,1,8.2,12.88,47,0,19
06-01-2011 00:00,1,0,1,1,7.38,12.12,55,0,11
06-01-2011 01:00,1,0,1,1,6.56,11.365,64,0,4
06-01-2011 02:00,1,0,1,1,6.56,11.365,64,0,2
06-01-2011 04:00,1,0,1,2,6.56,9.85,64,6.0032,1
06-01-2011 05:00,1,0,1,2,5.74,9.09,69,6.0032,4
06-01-2011 06:00,1,0,1,2,5.74,8.335,63,7.0015,36
06-01-2011 07:00,1,0,1,2,6.56,11.365,59,0,95
06-01-2011 08:00,1,0,1,1,6.56,11.365,59,0,219
06-01-2011 09:00,1,0,1,2,7.38,12.12,51,0,122
06-01-2011 10:00,1,0,1,1,8.2,12.88,47,0,45
06-01-2011 11:00,1,0,1,1,9.02,12.88,44,6.0032,59
06-01-2011 12:00,1,0,1,1,10.66,14.395,35,0,84
06-01-2011 13:00,1,0,1,1,10.66,13.635,35,7.0015,67
06-01-2011 14:00,1,0,1,1,11.48,13.635,36,11.0014,70
06-01-2011 15:00,1,0,1,1,11.48,13.635,36,0,62
06-01-2011 16:00,1,0,1,1,10.66,12.88,38,11.0014,86
06-01-2011 17:00,1,0,1,1,9.02,11.365,51,11.0014,172
06-01-2011 18:00,1,0,1,1,9.02,11.365,51,8.9981,163
06-01-2011 19:00,1,0,1,1,9.02,12.88,55,6.0032,112
06-01-2011 20:00,1,0,1,1,8.2,10.605,51,11.0014,69
06-01-2011 21:00,1,0,1,2,9.02,10.605,55,15.0013,48
06-01-2011 22:00,1,0,1,2,9.02,10.605,51,19.0012,52
06-01-2011 23:00,1,0,1,2,8.2,9.85,59,12.998,23
07-01-2011 00:00,1,0,1,2,8.2,9.85,64,12.998,17
07-01-2011 01:00,1,0,1,2,8.2,9.85,69,15.0013,7
07-01-2011 02:00,1,0,1,2,8.2,9.85,69,15.0013,1
07-01-2011 04:00,1,0,1,2,8.2,10.605,69,8.9981,1
07-01-2011 05:00,1,0,1,3,9.02,13.635,55,0,5
07-01-2011 06:00,1,0,1,2,8.2,12.88,69,0,34
07-01-2011 07:00,1,0,1,1,8.2,10.605,69,8.9981,84
07-01-2011 08:00,1,0,1,1,8.2,9.85,51,16.9979,210
07-01-2011 09:00,1,0,1,1,8.2,9.09,47,19.9995,134
07-01-2011 10:00,1,0,1,1,9.02,9.85,37,22.0028,63
07-01-2011 11:00,1,0,1,2,8.2,9.85,40,15.0013,67
07-01-2011 12:00,1,0,1,2,8.2,9.85,37,16.9979,59
07-01-2011 13:00,1,0,1,2,8.2,9.09,37,19.0012,73
07-01-2011 14:00,1,0,1,2,8.2,9.85,40,16.9979,50
07-01-2011 15:00,1,0,1,2,8.2,10.605,37,11.0014,72
07-01-2011 16:00,1,0,1,2,8.2,10.605,37,11.0014,87
07-01-2011 17:00,1,0,1,2,8.2,12.88,37,0,187
07-01-2011 18:00,1,0,1,1,8.2,11.365,40,6.0032,123
07-01-2011 19:00,1,0,1,1,6.56,9.85,55,6.0032,95
07-01-2011 20:00,1,0,1,1,7.38,10.605,47,7.0015,51
07-01-2011 21:00,1,0,1,1,7.38,9.85,47,8.9981,39
07-01-2011 22:00,1,0,1,2,7.38,9.85,43,11.0014,36
07-01-2011 23:00,1,0,1,2,7.38,9.85,51,11.0014,15
08-01-2011 00:00,1,0,0,2,7.38,9.85,51,11.0014,25
08-01-2011 01:00,1,0,0,2,7.38,10.605,55,6.0032,16
08-01-2011 02:00,1,0,0,2,7.38,12.12,55,0,16
08-01-2011 03:00,1,0,0,3,7.38,9.85,55,11.0014,7
08-01-2011 04:00,1,0,0,3,7.38,9.85,55,11.0014,1
08-01-2011 05:00,1,0,0,2,6.56,8.335,74,11.0014,5
08-01-2011 06:00,1,0,0,2,6.56,8.335,74,11.0014,2
08-01-2011 07:00,1,0,0,2,6.56,9.09,74,7.0015,9
08-01-2011 08:00,1,0,0,3,6.56,9.09,93,7.0015,15
08-01-2011 09:00,1,0,0,3,6.56,9.09,93,7.0015,20
08-01-2011 10:00,1,0,0,2,7.38,9.85,80,11.0014,61
08-01-2011 11:00,1,0,0,2,8.2,9.09,69,26.0027,62
08-01-2011 12:00,1,0,0,2,8.2,9.09,59,23.9994,98
08-01-2011 13:00,1,0,0,1,8.2,9.09,44,22.0028,102
08-01-2011 14:00,1,0,0,1,8.2,8.335,32,32.9975,95
08-01-2011 15:00,1,0,0,1,8.2,8.335,32,30.0026,74
08-01-2011 16:00,1,0,0,1,7.38,6.82,29,30.0026,76
08-01-2011 17:00,1,0,0,1,6.56,6.06,37,36.9974,69
08-01-2011 18:00,1,0,0,1,5.74,6.06,39,19.9995,55
08-01-2011 19:00,1,0,0,1,5.74,6.06,36,16.9979,30
08-01-2011 20:00,1,0,0,1,4.92,6.06,36,16.9979,28
08-01-2011 21:00,1,0,0,1,4.92,5.305,39,23.9994,37
08-01-2011 22:00,1,0,0,1,4.92,5.305,36,26.0027,34
08-01-2011 23:00,1,0,0,1,4.1,3.03,39,30.0026,22
09-01-2011 00:00,1,0,0,1,4.1,3.79,42,26.0027,25
09-01-2011 01:00,1,0,0,1,4.1,3.03,42,31.0009,12
09-01-2011 02:00,1,0,0,1,4.1,3.03,46,31.0009,11
09-01-2011 03:00,1,0,0,1,4.1,3.79,46,27.9993,4
09-01-2011 04:00,1,0,0,1,3.28,4.545,53,12.998,1
09-01-2011 05:00,1,0,0,1,3.28,4.545,53,12.998,1
09-01-2011 06:00,1,0,0,1,4.1,4.545,49,19.0012,1
09-01-2011 07:00,1,0,0,1,3.28,4.545,53,12.998,6
09-01-2011 08:00,1,0,0,1,4.1,4.545,49,19.0012,10
09-01-2011 09:00,1,0,0,1,4.92,3.79,46,35.0008,19
09-01-2011 10:00,1,0,0,1,5.74,5.305,43,26.0027,49
09-01-2011 11:00,1,0,0,1,6.56,6.06,40,35.0008,49
09-01-2011 12:00,1,0,0,1,7.38,6.82,37,30.0026,83
09-01-2011 13:00,1,0,0,1,8.2,8.335,34,30.0026,75
09-01-2011 14:00,1,0,0,1,9.02,9.09,32,31.0009,72
09-01-2011 15:00,1,0,0,1,9.02,9.85,35,23.9994,82
09-01-2011 16:00,1,0,0,1,8.2,8.335,34,30.0026,92
09-01-2011 17:00,1,0,0,1,7.38,7.575,37,26.0027,62
09-01-2011 18:00,1,0,0,1,6.56,6.82,40,22.0028,48
09-01-2011 19:00,1,0,0,1,6.56,6.82,43,22.0028,41
09-01-2011 20:00,1,0,0,1,5.74,6.06,46,16.9979,38
09-01-2011 21:00,1,0,0,1,5.74,5.305,46,27.9993,20
09-01-2011 22:00,1,0,0,1,5.74,6.06,46,19.9995,15
09-01-2011 23:00,1,0,0,1,4.92,6.82,50,12.998,6
10-01-2011 00:00,1,0,1,1,4.92,6.06,50,19.0012,5
10-01-2011 01:00,1,0,1,1,4.92,6.06,50,19.0012,1
10-01-2011 02:00,1,0,1,1,4.92,6.06,50,15.0013,3
10-01-2011 03:00,1,0,1,1,4.92,6.06,50,15.0013,1
10-01-2011 04:00,1,0,1,1,4.1,6.06,54,8.9981,3
10-01-2011 05:00,1,0,1,1,4.1,5.305,54,16.9979,3
10-01-2011 06:00,1,0,1,1,4.92,6.06,50,19.0012,31
10-01-2011 07:00,1,0,1,1,4.92,6.06,50,15.0013,77
10-01-2011 08:00,1,0,1,2,4.92,6.06,50,19.0012,188
10-01-2011 09:00,1,0,1,2,5.74,6.06,50,16.9979,94
10-01-2011 10:00,1,0,1,2,5.74,6.06,50,19.9995,31
10-01-2011 11:00,1,0,1,2,6.56,6.82,47,19.0012,30
10-01-2011 12:00,1,0,1,2,8.2,9.09,40,19.0012,52
10-01-2011 13:00,1,0,1,2,8.2,9.09,40,19.0012,54
10-01-2011 14:00,1,0,1,2,8.2,9.85,40,15.0013,47
10-01-2011 15:00,1,0,1,2,8.2,9.85,40,15.0013,45
10-01-2011 16:00,1,0,1,1,8.2,10.605,40,8.9981,74
10-01-2011 17:00,1,0,1,1,8.2,11.365,40,7.0015,178
10-01-2011 18:00,1,0,1,1,8.2,9.85,40,15.0013,155
10-01-2011 19:00,1,0,1,1,6.56,8.335,47,11.0014,95
10-01-2011 20:00,1,0,1,1,6.56,8.335,50,11.0014,74
10-01-2011 21:00,1,0,1,1,5.74,6.82,59,12.998,38
10-01-2011 22:00,1,0,1,1,5.74,7.575,59,11.0014,24
10-01-2011 23:00,1,0,1,1,5.74,7.575,59,11.0014,18
11-01-2011 00:00,1,0,1,1,5.74,8.335,59,7.0015,12
11-01-2011 01:00,1,0,1,1,5.74,7.575,59,11.0014,3
11-01-2011 02:00,1,0,1,2,6.56,7.575,55,12.998,3
11-01-2011 05:00,1,0,1,2,6.56,9.09,55,8.9981,6
11-01-2011 06:00,1,0,1,2,6.56,9.09,55,8.9981,27
11-01-2011 07:00,1,0,1,2,6.56,11.365,55,0,99
11-01-2011 08:00,1,0,1,2,7.38,10.605,51,6.0032,217
11-01-2011 09:00,1,0,1,2,7.38,9.85,51,11.0014,130
11-01-2011 10:00,1,0,1,2,8.2,10.605,51,11.0014,54
11-01-2011 11:00,1,0,1,2,8.2,10.605,47,8.9981,35
11-01-2011 12:00,1,0,1,2,8.2,11.365,51,7.0015,57
11-01-2011 13:00,1,0,1,2,8.2,11.365,59,6.0032,52
11-01-2011 14:00,1,0,1,2,8.2,11.365,59,6.0032,63
11-01-2011 15:00,1,0,1,2,6.56,9.85,80,6.0032,47
11-01-2011 16:00,1,0,1,2,6.56,7.575,86,15.0013,76
11-01-2011 17:00,1,0,1,2,6.56,7.575,86,15.0013,136
11-01-2011 18:00,1,0,1,3,6.56,9.09,93,7.0015,95
11-01-2011 19:00,1,0,1,3,6.56,11.365,93,0,51
11-01-2011 20:00,1,0,1,3,6.56,7.575,93,12.998,32
11-01-2011 21:00,1,0,1,3,6.56,9.85,86,6.0032,20
11-01-2011 22:00,1,0,1,3,6.56,9.09,93,7.0015,29
11-01-2011 23:00,1,0,1,3,6.56,9.85,93,6.0032,19
12-01-2011 00:00,1,0,1,2,6.56,9.85,86,6.0032,7
12-01-2011 01:00,1,0,1,2,6.56,9.09,86,7.0015,6
12-01-2011 02:00,1,0,1,1,5.74,7.575,86,8.9981,1
12-01-2011 05:00,1,0,1,1,5.74,7.575,86,11.0014,5
12-01-2011 06:00,1,0,1,1,4.92,7.575,93,8.9981,16
12-01-2011 07:00,1,0,1,1,5.74,7.575,69,8.9981,54
12-01-2011 08:00,1,0,1,1,6.56,8.335,59,11.0014,128
12-01-2011 09:00,1,0,1,1,6.56,6.82,59,22.0028,81
12-01-2011 10:00,1,0,1,1,7.38,9.09,55,15.0013,39
12-01-2011 11:00,1,0,1,1,8.2,9.09,51,26.0027,35
12-01-2011 12:00,1,0,1,1,8.2,7.575,47,39.0007,55
12-01-2011 13:00,1,0,1,1,9.02,9.85,44,23.9994,49
12-01-2011 14:00,1,0,1,1,8.2,9.09,47,22.0028,44
12-01-2011 15:00,1,0,1,1,8.2,8.335,47,27.9993,49
12-01-2011 16:00,1,0,1,1,9.02,9.85,44,22.0028,68
12-01-2011 17:00,1,0,1,1,8.2,9.09,47,23.9994,139
12-01-2011 18:00,1,0,1,1,8.2,7.575,47,35.0008,137
12-01-2011 19:00,1,0,1,1,7.38,7.575,47,27.9993,83
12-01-2011 20:00,1,0,1,1,6.56,6.82,50,22.0028,56
12-01-2011 21:00,1,0,1,1,6.56,6.82,55,22.0028,57
12-01-2011 22:00,1,0,1,1,6.56,6.06,55,30.0026,33
12-01-2011 23:00,1,0,1,1,5.74,5.305,59,27.9993,20
13-01-2011 00:00,1,0,1,1,5.74,6.06,59,19.0012,7
13-01-2011 01:00,1,0,1,1,5.74,6.06,50,19.0012,2
13-01-2011 02:00,1,0,1,1,5.74,6.06,50,23.9994,2
13-01-2011 03:00,1,0,1,1,5.74,6.06,50,22.0028,3
13-01-2011 04:00,1,0,1,1,5.74,6.06,50,16.9979,4
13-01-2011 05:00,1,0,1,1,5.74,6.06,50,19.9995,3
13-01-2011 06:00,1,0,1,1,4.92,7.575,54,8.9981,28
13-01-2011 07:00,1,0,1,1,4.92,7.575,54,8.9981,72
13-01-2011 08:00,1,0,1,1,5.74,6.82,50,12.998,202
13-01-2011 09:00,1,0,1,1,5.74,6.06,50,22.0028,139
13-01-2011 10:00,1,0,1,2,6.56,6.82,50,23.9994,38
13-01-2011 11:00,1,0,1,2,8.2,8.335,44,30.0026,37
13-01-2011 12:00,1,0,1,1,8.2,8.335,44,27.9993,52
13-01-2011 13:00,1,0,1,1,9.02,9.85,41,30.0026,83
13-01-2011 14:00,1,0,1,1,9.02,9.85,41,26.0027,42
13-01-2011 15:00,1,0,1,1,9.84,10.605,38,19.9995,60
13-01-2011 16:00,1,0,1,1,9.84,10.605,38,23.9994,78
13-01-2011 17:00,1,0,1,1,8.2,9.09,40,19.0012,162
13-01-2011 18:00,1,0,1,1,8.2,9.09,40,22.0028,144
13-01-2011 19:00,1,0,1,1,6.56,7.575,47,16.9979,99
13-01-2011 20:00,1,0,1,1,6.56,7.575,47,15.0013,64
13-01-2011 21:00,1,0,1,1,5.74,6.06,46,19.9995,40
13-01-2011 22:00,1,0,1,1,5.74,6.06,46,22.0028,30
13-01-2011 23:00,1,0,1,1,4.92,6.82,50,12.998,15
14-01-2011 00:00,1,0,1,1,4.92,6.82,50,12.998,14
14-01-2011 01:00,1,0,1,1,4.1,6.06,54,11.0014,5
14-01-2011 02:00,1,0,1,1,4.1,6.06,54,8.9981,1
14-01-2011 03:00,1,0,1,1,4.1,6.82,54,7.0015,1
14-01-2011 05:00,1,0,1,1,4.1,6.82,54,6.0032,8
14-01-2011 06:00,1,0,1,1,4.1,9.09,54,0,17
14-01-2011 07:00,1,0,1,1,4.1,6.06,74,11.0014,70
14-01-2011 08:00,1,0,1,1,4.92,8.335,68,0,158
14-01-2011 09:00,1,0,1,1,5.74,7.575,69,8.9981,117
14-01-2011 10:00,1,0,1,1,7.38,9.09,55,12.998,44
14-01-2011 11:00,1,0,1,1,7.38,8.335,51,19.0012,53
14-01-2011 12:00,1,0,1,1,8.2,9.85,44,16.9979,61
14-01-2011 13:00,1,0,1,1,9.02,9.85,37,26.0027,77
14-01-2011 14:00,1,0,1,1,9.02,10.605,41,19.0012,64
14-01-2011 15:00,1,0,1,1,9.84,12.12,38,11.0014,68
14-01-2011 16:00,1,0,1,1,9.02,12.12,41,7.0015,90
14-01-2011 17:00,1,0,1,1,9.02,11.365,41,11.0014,159
14-01-2011 18:00,1,0,1,1,8.2,12.88,47,0,139
14-01-2011 19:00,1,0,1,1,6.56,9.85,59,6.0032,92
14-01-2011 20:00,1,0,1,1,7.38,12.12,59,0,68
14-01-2011 21:00,1,0,1,1,6.56,11.365,69,0,52
14-01-2011 22:00,1,0,1,2,6.56,11.365,69,0,36
14-01-2011 23:00,1,0,1,2,7.38,12.12,55,0,27
15-01-2011 00:00,1,0,0,1,7.38,12.12,55,0,28
15-01-2011 01:00,1,0,0,2,6.56,9.85,59,6.0032,20
15-01-2011 02:00,1,0,0,2,6.56,9.85,59,6.0032,12
15-01-2011 03:00,1,0,0,2,6.56,11.365,59,0,8
15-01-2011 04:00,1,0,0,2,6.56,11.365,59,0,5
15-01-2011 05:00,1,0,0,1,6.56,11.365,59,0,1
15-01-2011 06:00,1,0,0,1,5.74,8.335,63,7.0015,3
15-01-2011 07:00,1,0,0,1,5.74,10.605,63,0,10
15-01-2011 08:00,1,0,0,1,5.74,7.575,63,8.9981,23
15-01-2011 09:00,1,0,0,1,6.56,9.09,64,8.9981,33
15-01-2011 10:00,1,0,0,1,7.38,9.85,59,11.0014,59
15-01-2011 11:00,1,0,0,1,8.2,9.85,55,15.0013,72
15-01-2011 12:00,1,0,0,1,9.84,11.365,48,15.0013,89
15-01-2011 13:00,1,0,0,1,11.48,12.88,38,19.9995,101
15-01-2011 14:00,1,0,0,1,12.3,14.395,39,19.0012,118
15-01-2011 15:00,1,0,0,2,13.12,15.91,36,12.998,129
15-01-2011 16:00,1,0,0,2,13.94,16.665,34,12.998,128
15-01-2011 17:00,1,0,0,2,13.12,15.15,36,19.0012,83
15-01-2011 18:00,1,0,0,2,12.3,14.395,45,16.9979,84
15-01-2011 19:00,1,0,0,2,13.12,15.15,39,16.9979,74
15-01-2011 20:00,1,0,0,2,13.12,15.15,39,16.9979,41
15-01-2011 21:00,1,0,0,2,13.12,15.15,39,15.0013,57
15-01-2011 22:00,1,0,0,2,12.3,15.91,42,7.0015,26
15-01-2011 23:00,1,0,0,1,12.3,14.395,45,19.0012,44
16-01-2011 00:00,1,0,0,1,10.66,15.15,56,0,39
16-01-2011 01:00,1,0,0,1,10.66,13.635,56,8.9981,23
16-01-2011 02:00,1,0,0,1,10.66,14.395,56,6.0032,16
16-01-2011 03:00,1,0,0,1,9.02,13.635,69,0,15
16-01-2011 04:00,1,0,0,1,10.66,12.88,56,11.0014,1
16-01-2011 05:00,1,0,0,2,10.66,12.88,56,11.0014,2
16-01-2011 06:00,1,0,0,2,10.66,12.88,56,11.0014,1
16-01-2011 07:00,1,0,0,2,9.84,10.605,56,19.9995,3
16-01-2011 08:00,1,0,0,1,9.02,10.605,55,19.0012,18
16-01-2011 09:00,1,0,0,1,9.02,10.605,51,16.9979,32
16-01-2011 10:00,1,0,0,1,9.02,10.605,51,19.0012,79
16-01-2011 11:00,1,0,0,1,9.84,11.365,44,16.9979,93
16-01-2011 12:00,1,0,0,1,9.84,10.605,41,19.0012,104
16-01-2011 13:00,1,0,0,1,10.66,11.365,35,19.9995,118
16-01-2011 14:00,1,0,0,1,11.48,13.635,36,16.9979,91
16-01-2011 15:00,1,0,0,1,10.66,12.12,38,16.9979,113
16-01-2011 16:00,1,0,0,1,9.84,11.365,38,15.0013,99
16-01-2011 17:00,1,0,0,1,9.02,10.605,37,16.9979,105
16-01-2011 18:00,1,0,0,1,8.2,10.605,40,11.0014,67
16-01-2011 19:00,1,0,0,1,7.38,9.85,47,8.9981,61
16-01-2011 20:00,1,0,0,1,7.38,9.85,47,11.0014,57
16-01-2011 21:00,1,0,0,1,7.38,9.85,51,11.0014,28
16-01-2011 22:00,1,0,0,2,8.2,10.605,49,8.9981,21
16-01-2011 23:00,1,0,0,2,8.2,11.365,40,7.0015,18
17-01-2011 00:00,1,1,0,2,8.2,9.85,47,15.0013,17
17-01-2011 01:00,1,1,0,2,8.2,9.85,44,12.998,16
17-01-2011 02:00,1,1,0,2,7.38,8.335,43,16.9979,8
17-01-2011 03:00,1,1,0,2,7.38,9.09,43,12.998,2
17-01-2011 04:00,1,1,0,2,7.38,9.85,43,8.9981,3
17-01-2011 05:00,1,1,0,2,7.38,9.85,43,11.0014,1
17-01-2011 06:00,1,1,0,2,7.38,9.09,43,12.998,5
17-01-2011 07:00,1,1,0,2,6.56,9.09,50,8.9981,13
17-01-2011 08:00,1,1,0,2,6.56,7.575,47,15.0013,33
17-01-2011 09:00,1,1,0,2,6.56,7.575,47,15.0013,47
17-01-2011 10:00,1,1,0,2,6.56,7.575,50,16.9979,57
17-01-2011 11:00,1,1,0,2,6.56,7.575,55,12.998,64
17-01-2011 12:00,1,1,0,2,7.38,9.85,47,8.9981,80
17-01-2011 13:00,1,1,0,2,7.38,9.85,47,8.9981,93
17-01-2011 14:00,1,1,0,2,7.38,10.605,43,7.0015,86
17-01-2011 15:00,1,1,0,2,8.2,10.605,47,11.0014,93
17-01-2011 16:00,1,1,0,2,8.2,10.605,47,11.0014,82
17-01-2011 17:00,1,1,0,1,8.2,9.85,51,12.998,71
17-01-2011 18:00,1,1,0,2,7.38,8.335,55,16.9979,92
